NFB,FB,Ratio,Sigma,Gamma,Alpha,Delta_I,Delta_A
3.580000000000000000e+02,2.453000000000000000e+03,6.851955307262569406e+00,6.009623910452627227e-01,9.683398117291781571e-01,1.090388613899024417e+00,9.475228790326556405e-01,9.874017955164421378e-01
1.800000000000000000e+01,5.420000000000000000e+02,3.011111111111111072e+01,1.180571232837364537e+00,8.182174338685154202e-01,6.271897776094376153e-01,1.494596460569120211e+00,1.419116080165099270e+00
3.400000000000000000e+01,9.850000000000000000e+02,2.897058823529411598e+01,5.487608438906910191e-01,1.278460157817411513e+00,1.041046808722903450e+00,1.231919356425575485e+00,1.461439152464661051e+00
7.040000000000000000e+03,1.118200000000000000e+04,1.588352272727272751e+00,1.265429232568630491e+00,1.152891383312769191e+00,6.342311865454723918e-01,5.106470902203285034e-01,5.356235545123309016e-01
1.499000000000000000e+03,4.967000000000000000e+03,3.313542361574382866e+00,9.993668272716227374e-01,1.060782658124121314e+00,1.249960227923253786e+00,9.007256715509671663e-01,7.988949601983467153e-01
1.009000000000000000e+03,4.133000000000000000e+03,4.096134786917740023e+00,8.194219421999964226e-01,8.527576585105870466e-01,1.007605711554805383e+00,7.754272767546180889e-01,8.458935281590483912e-01
2.100000000000000000e+01,6.440000000000000000e+02,3.066666666666666785e+01,7.165275229976739713e-01,1.138398833597066506e+00,5.864975497809379323e-01,1.117342609193480385e+00,1.056407070614616028e+00
1.500000000000000000e+01,5.210000000000000000e+02,3.473333333333333428e+01,5.403687368816914027e-01,6.608836997254854406e-01,9.175059152561307885e-01,1.490744057963021341e+00,1.322928693695719415e+00
1.337700000000000000e+04,1.509800000000000000e+04,1.128653659265904219e+00,1.075801376133107556e+00,1.177535839099123960e+00,1.132952262560152690e+00,5.096522999025434597e-01,1.169059097615848808e+00
1.900000000000000000e+01,4.700000000000000000e+02,2.473684210526315752e+01,6.284258848700556843e-01,1.379052931646468139e+00,6.272214751268589961e-01,1.430939406128460378e+00,1.282221919652033915e+00
1.897000000000000000e+03,5.919000000000000000e+03,3.120189773326304650e+00,1.235325467485536954e+00,1.232097187516232539e+00,1.037663358340441988e+00,8.500154843540790317e-01,6.040435839647584348e-01
7.700000000000000000e+01,1.849000000000000000e+03,2.401298701298701133e+01,7.910319637828240324e-01,1.370293098553757583e+00,9.183199870332866555e-01,9.756845673163891952e-01,1.402622664100203531e+00
1.559000000000000000e+03,5.677000000000000000e+03,3.641436818473380299e+00,9.999378242963437025e-01,1.433994266405908213e+00,9.904128954814244157e-01,8.406714856782443457e-01,5.280763126620018344e-01
2.400000000000000000e+01,5.370000000000000000e+02,2.237500000000000000e+01,6.138351682629130668e-01,1.454018592868326021e+00,5.519524087644619437e-01,1.331395856483561513e+00,8.558631510783167862e-01
2.180000000000000000e+02,2.019000000000000000e+03,9.261467889908256979e+00,1.245228405739490896e+00,1.385520578937781355e+00,6.057015422973494045e-01,1.368963810831999695e+00,5.584576388585025253e-01
3.500000000000000000e+01,8.370000000000000000e+02,2.391428571428571459e+01,1.012850282494575316e+00,9.188643789172254994e-01,6.973885030823108178e-01,1.208062066031168058e+00,1.082318187007937027e+00
5.100000000000000000e+01,8.830000000000000000e+02,1.731372549019607732e+01,1.271262844968005012e+00,8.684140366071957384e-01,6.669566310996268843e-01,1.150198908368599504e+00,1.314300423655093031e+00
1.019000000000000000e+03,3.573000000000000000e+03,3.506378802747792012e+00,1.306274771436746196e+00,8.656286641547819016e-01,8.803282096110525146e-01,7.227543602411112822e-01,1.444784387713514251e+00
1.176500000000000000e+04,1.432200000000000000e+04,1.217339566510837301e+00,1.118667732176469976e+00,1.150040018336597747e+00,1.206833599502917131e+00,5.740169277325291031e-01,1.253787298703011643e+00
3.700000000000000000e+01,8.860000000000000000e+02,2.394594594594594739e+01,7.065438487788667787e-01,9.089200904102155976e-01,9.369018114292948507e-01,1.217670527464639996e+00,1.209204247790784281e+00
9.260000000000000000e+02,4.582000000000000000e+03,4.948164146868250235e+00,1.051860774055134229e+00,1.463260303556116693e+00,1.168716207697035436e+00,9.403134968907120861e-01,7.404228956335576761e-01
1.780000000000000000e+02,1.962000000000000000e+03,1.102247191011236005e+01,1.346304028366096972e+00,1.015270340196303689e+00,1.085445017116312361e+00,1.173504528761549759e+00,6.648325185323809006e-01
1.069200000000000000e+04,1.339100000000000000e+04,1.252431724653946921e+00,5.911867618201813723e-01,1.339106545719300545e+00,1.075711783800029409e+00,5.422428013835279836e-01,1.266696234552278977e+00
3.834000000000000000e+03,8.455000000000000000e+03,2.205268648930620579e+00,1.233359628051756918e+00,1.317151330560947908e+00,1.129023714357528574e+00,7.570069080945486251e-01,8.252020546910093790e-01
1.938000000000000000e+03,5.976000000000000000e+03,3.083591331269349922e+00,1.129776312543246952e+00,1.401825124870150763e+00,1.223111995495815840e+00,8.870386181386189506e-01,9.458427723812371513e-01
3.700000000000000000e+01,8.310000000000000000e+02,2.245945945945945965e+01,9.196977807770045921e-01,1.410326407310923180e+00,5.776000822537015189e-01,1.203529320713641049e+00,8.264021688979316105e-01
3.500000000000000000e+01,9.550000000000000000e+02,2.728571428571428470e+01,1.363406512129677672e+00,1.105548808453448384e+00,1.120902076041341955e+00,1.491362098457898133e+00,6.547868479045345635e-01
2.030000000000000000e+02,1.865000000000000000e+03,9.187192118226601423e+00,1.311177169107257789e+00,6.997461409269641885e-01,9.617977081911901482e-01,9.624908601265477204e-01,1.185699156794416842e+00
4.720000000000000000e+02,2.542000000000000000e+03,5.385593220338982690e+00,6.151847664454673792e-01,1.179456374185477552e+00,8.610763042586839777e-01,7.655390671425773563e-01,1.374114382747877450e+00
1.570000000000000000e+02,1.935000000000000000e+03,1.232484076433120990e+01,1.132906169059578971e+00,9.449996514625709221e-01,8.954824625999119325e-01,9.243164378661179459e-01,1.236273506214631501e+00
2.900000000000000000e+01,8.350000000000000000e+02,2.879310344827586121e+01,1.365917095286104388e+00,1.444719221218421223e+00,5.826285875501207023e-01,1.445075084988079350e+00,1.100616487982520209e+00
4.000000000000000000e+01,1.144000000000000000e+03,2.860000000000000142e+01,7.887548643719332064e-01,1.006012165194959618e+00,1.115929023244815799e+00,1.226016824187192045e+00,9.837766364506694838e-01
4.100000000000000000e+01,8.490000000000000000e+02,2.070731707317073145e+01,9.309267472719268133e-01,1.398698298371574111e+00,6.325927923672906017e-01,1.398835616480023969e+00,7.271691526218080348e-01
9.060000000000000000e+02,4.125000000000000000e+03,4.552980132450331396e+00,1.053938335559559514e+00,1.195635775136737466e+00,8.903059712705240214e-01,7.569293269018674275e-01,1.140949008595840475e+00
2.240000000000000000e+02,1.561000000000000000e+03,6.968750000000000000e+00,7.724143315793873255e-01,5.984383380716029599e-01,7.193677426214812876e-01,7.160284025171655964e-01,1.086324761294990005e+00
4.500000000000000000e+01,8.700000000000000000e+02,1.933333333333333215e+01,7.592290605277368654e-01,1.279119714333794011e+00,6.385980820523564638e-01,1.006811326646680271e+00,1.254280574678968252e+00
2.700000000000000000e+01,8.150000000000000000e+02,3.018518518518518690e+01,1.098974616531954940e+00,8.568325281673285776e-01,9.052181156331624567e-01,1.390326864097794379e+00,1.001057417950611095e+00
3.430000000000000000e+02,2.034000000000000000e+03,5.930029154518950740e+00,1.378246888423936722e+00,5.056863650536662647e-01,8.350852157744419468e-01,7.422578442962559642e-01,1.373384726805722433e+00
1.263000000000000000e+03,4.711000000000000000e+03,3.730007917656373628e+00,5.645403450603749818e-01,6.066983892870920769e-01,1.122323435793323831e+00,6.974532119065994795e-01,1.319473293742145170e+00
2.330000000000000000e+02,1.683000000000000000e+03,7.223175965665236120e+00,9.840490569456575853e-01,9.441733773548456332e-01,1.082261658738628896e+00,1.053096192398626840e+00,1.370804280937326869e+00
5.900000000000000000e+01,1.357000000000000000e+03,2.300000000000000000e+01,1.223621375906994935e+00,1.240904119104683456e+00,8.863117993811474582e-01,1.148516281936090788e+00,1.120091328449636769e+00
1.310000000000000000e+02,1.544000000000000000e+03,1.178625954198473202e+01,1.088049719300482110e+00,8.877880375548170555e-01,1.038284733013479677e+00,1.082347191741403147e+00,1.197204452237976557e+00
4.482000000000000000e+03,8.468000000000000000e+03,1.889335118250780932e+00,1.480265440079380213e+00,9.634914633735892631e-01,7.911601511096015837e-01,5.746519071578464199e-01,9.098459321237569730e-01
2.954000000000000000e+03,7.264000000000000000e+03,2.459038591740013491e+00,1.116948690960998247e+00,1.124721678945488357e+00,9.168863701918128495e-01,6.647239558460015241e-01,8.638404276555545769e-01
1.442500000000000000e+04,1.577000000000000000e+04,1.093240901213171634e+00,1.089248869804581688e+00,1.337215538014547178e+00,1.171697843985888943e+00,5.241729991053146742e-01,1.324279333698337613e+00
2.600000000000000000e+01,6.120000000000000000e+02,2.353846153846154010e+01,5.582603924246848370e-01,9.437459029986408066e-01,6.506420893155310248e-01,1.363842359317620545e+00,6.561631685041056095e-01
1.800000000000000000e+01,6.420000000000000000e+02,3.566666666666666430e+01,1.176391055161082555e+00,1.184949871218523132e+00,6.620495329901577852e-01,1.346377622804681984e+00,1.355955854318517284e+00
7.487000000000000000e+03,1.162300000000000000e+04,1.552424201950046712e+00,1.285309588313503060e+00,1.220475046630265403e+00,1.208918370013961407e+00,6.699291875794924911e-01,1.012336451324755249e+00
9.900000000000000000e+01,1.143000000000000000e+03,1.154545454545454497e+01,1.442347164427423056e+00,8.586889671635548060e-01,9.659508279521791252e-01,1.140356926935431670e+00,1.485633785971348875e+00
4.400000000000000000e+01,1.065000000000000000e+03,2.420454545454545325e+01,8.660764884937491859e-01,1.138880859359121756e+00,9.374318094813604008e-01,1.213330554650430049e+00,9.106125612996224250e-01
7.920000000000000000e+02,3.769000000000000000e+03,4.758838383838384090e+00,1.275931533526587280e+00,1.044694348259729733e+00,6.024777292886761559e-01,5.835752387069245151e-01,1.217027560871699610e+00
4.200000000000000000e+01,6.650000000000000000e+02,1.583333333333333393e+01,5.294751526828360699e-01,1.375869099943451968e+00,5.029612139841388441e-01,8.409713114093083641e-01,1.380974643922838974e+00
4.200000000000000000e+02,2.221000000000000000e+03,5.288095238095237960e+00,8.417054196286312129e-01,7.801249331498976147e-01,1.011804321848992272e+00,8.902050149176718996e-01,1.428144337965953969e+00
3.900000000000000000e+01,6.330000000000000000e+02,1.623076923076922995e+01,7.114995820507531432e-01,6.417872490753470105e-01,6.863578232645098920e-01,1.126181742391243024e+00,1.084092422372894715e+00
7.600000000000000000e+01,1.088000000000000000e+03,1.431578947368421062e+01,1.293827406462085161e+00,6.502604513128159569e-01,7.058806884268542525e-01,1.105300593690010214e+00,1.042962945269117592e+00
3.400000000000000000e+01,9.300000000000000000e+02,2.735294117647058698e+01,7.111985303756139798e-01,1.280212399913367882e+00,9.566632137377949485e-01,1.264101462862308178e+00,9.609761840864332605e-01
5.600000000000000000e+01,8.310000000000000000e+02,1.483928571428571352e+01,1.062069158565411620e+00,6.363074651833215967e-01,5.053250211987125873e-01,1.306997665067377801e+00,7.708402472409349171e-01
2.300000000000000000e+01,6.220000000000000000e+02,2.704347826086956630e+01,1.160700988285910729e+00,8.943382074745213073e-01,7.096651382469897351e-01,1.342608102373265222e+00,1.464007789676105675e+00
7.300000000000000000e+02,4.356000000000000000e+03,5.967123287671232568e+00,1.403019224297511691e+00,1.426979532830204178e+00,7.331514249682280493e-01,7.879952548566327986e-01,9.724668608690428817e-01
4.100000000000000000e+01,6.770000000000000000e+02,1.651219512195121908e+01,6.542451905330813888e-01,6.852158328435545842e-01,7.770946873201213245e-01,1.212809787607039835e+00,1.012067691575963213e+00
1.600000000000000000e+01,4.980000000000000000e+02,3.112500000000000000e+01,7.771604830603927594e-01,5.059488706435026906e-01,6.408277523876175774e-01,1.457743575300738836e+00,9.552966029651591695e-01
5.460000000000000000e+02,2.960000000000000000e+03,5.421245421245421525e+00,5.708939622766139310e-01,1.200105505775610704e+00,7.625105976843060684e-01,6.556794791502839059e-01,1.272868551677401205e+00
1.910000000000000000e+02,2.228000000000000000e+03,1.166492146596858603e+01,1.046386376576889266e+00,1.019216508342592142e+00,1.110463432367416292e+00,1.023632126369503181e+00,1.407095547546906023e+00
2.660000000000000000e+02,1.906000000000000000e+03,7.165413533834586346e+00,5.332046782845387689e-01,1.011382501642459131e+00,8.179845760055350912e-01,7.901254775529260588e-01,1.215336168177034493e+00
9.080000000000000000e+02,2.969000000000000000e+03,3.269823788546255550e+00,5.291361970870390730e-01,1.277269262902944069e+00,1.045323996754955465e+00,8.955591344031219592e-01,1.111394056654405826e+00
9.910000000000000000e+02,3.647000000000000000e+03,3.680121089808274348e+00,5.923888008536306593e-01,8.906737364067823792e-01,9.602678097977528360e-01,7.685394531279502450e-01,5.977851261635449553e-01
4.750000000000000000e+02,2.150000000000000000e+03,4.526315789473684070e+00,5.809806823569430012e-01,5.119940368688195020e-01,9.241229958983746551e-01,7.116681615774391734e-01,1.020524704277949724e+00
3.900000000000000000e+01,7.730000000000000000e+02,1.982051282051282115e+01,1.113790897066461838e+00,1.013565066046019147e+00,6.340328204504740439e-01,1.183699829786029945e+00,1.281226116044737129e+00
5.300000000000000000e+01,1.123000000000000000e+03,2.118867924528301927e+01,1.459655136115347585e+00,8.836136414234962988e-01,8.586104824728433282e-01,1.152895073936278658e+00,1.405458184982014247e+00
2.070000000000000000e+02,2.066000000000000000e+03,9.980676328502415373e+00,9.969414947222043910e-01,1.064826043359336616e+00,8.858290255812089065e-01,1.009691546714177601e+00,6.829915187310574565e-01
1.800000000000000000e+01,4.640000000000000000e+02,2.577777777777777857e+01,5.744622783199168081e-01,7.814411508210717949e-01,6.380297442810672903e-01,1.348489730370572293e+00,1.415150419214396438e+00
5.000000000000000000e+01,6.880000000000000000e+02,1.375999999999999979e+01,5.860333048537138545e-01,1.023208918168958759e+00,6.358225825111956109e-01,1.280409054176120609e+00,6.235241977214255327e-01
1.976000000000000000e+03,5.422000000000000000e+03,2.743927125506072873e+00,7.283012882090488249e-01,7.897485573869885700e-01,9.189959192678071043e-01,6.294737668659626806e-01,7.452272752645729970e-01
6.440000000000000000e+02,3.982000000000000000e+03,6.183229813664596008e+00,1.374804197150491625e+00,9.955812442937648221e-01,8.304169593302344055e-01,9.695665838867247865e-01,5.482174061442254276e-01
7.400000000000000000e+01,1.055000000000000000e+03,1.425675675675675613e+01,8.873584214859648878e-01,8.376623355458437947e-01,5.808454851988905654e-01,1.127429503034370395e+00,6.615846473673038242e-01
1.300000000000000000e+02,1.850000000000000000e+03,1.423076923076922995e+01,1.126793214004725208e+00,1.328651391252894998e+00,7.699875007213718980e-01,1.017247518084403612e+00,9.048288901344941904e-01
4.800000000000000000e+01,7.250000000000000000e+02,1.510416666666666607e+01,6.699069960360753972e-01,1.262604445427787159e+00,5.143368033098991710e-01,8.664701917220181127e-01,1.346536308202370025e+00
9.400000000000000000e+01,1.263000000000000000e+03,1.343617021276595658e+01,1.002359474572831921e+00,9.407875319597296393e-01,6.056908178611042359e-01,8.096871349066531165e-01,1.239225958223153290e+00
5.540000000000000000e+02,3.103000000000000000e+03,5.601083032490974389e+00,6.273440897549460438e-01,5.359314314843310889e-01,1.237771128216115901e+00,8.665069878048117236e-01,7.600123414104772435e-01
7.360000000000000000e+02,4.335000000000000000e+03,5.889945652173913082e+00,6.597922307148144094e-01,1.444944849281193378e+00,1.112662037170466967e+00,8.876127599212686459e-01,9.423932421248797375e-01
1.280000000000000000e+02,1.972000000000000000e+03,1.540625000000000000e+01,1.416554992867404383e+00,1.257582114658919892e+00,6.732465259126386714e-01,1.220267064541327384e+00,7.497812085369707225e-01
4.300000000000000000e+01,1.557000000000000000e+03,3.620930232558139750e+01,1.204513016673006920e+00,1.186382006729047145e+00,9.150227185832081611e-01,1.400083668192859010e+00,5.135658046589017811e-01
1.470000000000000000e+02,1.337000000000000000e+03,9.095238095238094900e+00,8.670825724293946823e-01,1.161236400758156595e+00,1.096731828267337505e+00,1.162960203844831231e+00,1.226954683282199365e+00
2.980000000000000000e+02,2.291000000000000000e+03,7.687919463087248495e+00,5.676140230766569816e-01,1.359786053142641782e+00,5.697925056050854309e-01,5.401690781159576016e-01,1.354692392539532442e+00
9.200000000000000000e+01,1.352000000000000000e+03,1.469565217391304301e+01,1.035564326513917832e+00,8.119920344802619150e-01,8.110297283126970402e-01,1.110288959240572693e+00,7.776967440036378632e-01
3.200000000000000000e+01,6.070000000000000000e+02,1.896875000000000000e+01,6.031679358614587816e-01,1.428368785894984283e+00,5.404976423599899826e-01,1.280915962272495490e+00,7.448382992253561596e-01
1.122000000000000000e+03,5.104000000000000000e+03,4.549019607843137081e+00,9.430901721645730262e-01,1.188999572674944494e+00,1.011123747871460976e+00,7.681993151947333898e-01,1.481276262528628873e+00
2.900000000000000000e+01,9.480000000000000000e+02,3.268965517241379359e+01,1.059732094065063412e+00,8.403128513604370964e-01,1.009965497041669824e+00,1.266299478543315260e+00,1.376644990205576846e+00
3.200000000000000000e+01,6.830000000000000000e+02,2.134375000000000000e+01,1.196336851567920467e+00,9.641447269339274984e-01,5.564967832751981369e-01,1.181051387557606080e+00,1.397421235825679231e+00
5.497000000000000000e+03,9.578000000000000000e+03,1.742404948153538191e+00,1.191708108816642797e+00,1.446528694423583339e+00,9.247416890667785605e-01,6.970735837628132536e-01,5.845880457351348980e-01
5.400000000000000000e+01,8.390000000000000000e+02,1.553703703703703631e+01,6.861501369508808956e-01,5.382737449969495769e-01,9.223893527362532208e-01,1.222336487978199271e+00,6.592512368133953693e-01
6.810000000000000000e+02,3.928000000000000000e+03,5.767988252569750784e+00,1.113769903114617765e+00,1.149209036796452699e+00,1.158776420375787541e+00,9.212048791807757597e-01,1.467978830745988894e+00
5.020000000000000000e+02,2.742000000000000000e+03,5.462151394422310346e+00,7.381608277249340766e-01,1.082108974342415486e+00,5.823496208963605536e-01,7.154477403401721114e-01,5.294422925226639487e-01
1.140000000000000000e+02,1.423000000000000000e+03,1.248245614035087669e+01,1.461009429040141416e+00,1.103933650128326782e+00,1.188268770952124687e+00,1.310875453414185099e+00,5.605053035402193240e-01
1.100000000000000000e+02,1.435000000000000000e+03,1.304545454545454497e+01,9.285933661216813073e-01,1.324102893655172863e+00,6.660462449292088305e-01,8.898087961120458855e-01,1.105916832918855119e+00
1.566800000000000000e+04,1.647300000000000000e+04,1.051378606076078581e+00,1.154926367662838960e+00,1.387723994736379751e+00,1.179492877900395920e+00,5.070603785669371977e-01,7.011584834206556760e-01
3.000000000000000000e+01,6.070000000000000000e+02,2.023333333333333428e+01,5.355068666667578414e-01,8.565597397932519508e-01,7.682242833759060918e-01,1.423668180739353417e+00,6.720578749611638703e-01
2.720000000000000000e+02,2.320000000000000000e+03,8.529411764705882248e+00,6.789954467506268410e-01,1.466689648633168641e+00,8.046793459064669474e-01,8.600507290430799978e-01,7.331756292298038380e-01
2.370000000000000000e+02,1.986000000000000000e+03,8.379746835443038222e+00,1.223021410474230297e+00,1.445765509529642667e+00,1.147929222832568819e+00,1.115863663915963588e+00,1.316295964111551475e+00
3.200000000000000000e+01,8.650000000000000000e+02,2.703125000000000000e+01,1.389731726521434840e+00,1.035709029731580522e+00,8.692844885457288173e-01,1.417617024077026056e+00,1.117336558980750016e+00
1.800000000000000000e+01,8.860000000000000000e+02,4.922222222222222143e+01,6.968605688801784437e-01,1.376772780783413364e+00,1.245835828582162907e+00,1.471202737543209738e+00,5.603438706326223651e-01
4.490000000000000000e+02,3.453000000000000000e+03,7.690423162583519101e+00,6.816534974691655924e-01,1.491520789830548921e+00,1.026757575384866339e+00,9.085905773196245594e-01,9.077763545652061117e-01
4.100000000000000000e+01,9.760000000000000000e+02,2.380487804878048763e+01,1.216509400829465903e+00,1.107040624430636555e+00,6.923245557924799787e-01,1.358853655897451329e+00,8.309381039644798683e-01
2.300000000000000000e+01,5.090000000000000000e+02,2.213043478260869534e+01,5.532740960280927434e-01,1.464130274625459194e+00,7.202659508327055038e-01,1.467420033456265038e+00,8.220832544023244370e-01
6.600000000000000000e+01,1.324000000000000000e+03,2.006060606060606233e+01,9.191422663044152008e-01,1.173956718361314877e+00,9.085103550358635260e-01,1.024017608188869222e+00,1.343011129486443300e+00
3.700000000000000000e+01,1.070000000000000000e+03,2.891891891891891930e+01,1.417828288577264617e+00,1.327206007535199461e+00,1.114400805022383256e+00,1.468948408854934717e+00,5.250973616273242328e-01
5.200000000000000000e+01,1.510000000000000000e+03,2.903846153846154010e+01,1.108320480552619003e+00,1.246369992585173003e+00,6.158882619159299354e-01,1.344049661153372544e+00,5.991311109479906527e-01
8.500000000000000000e+01,1.074000000000000000e+03,1.263529411764705834e+01,8.574257085326451033e-01,6.027494712020389223e-01,5.982438162669070358e-01,9.051518483676772586e-01,7.707394159850506909e-01
7.300000000000000000e+01,1.216000000000000000e+03,1.665753424657534154e+01,1.035807905858702416e+00,1.342367563847058687e+00,8.170811629639136431e-01,1.170441237579090688e+00,8.461658460275286453e-01
8.675000000000000000e+03,1.200600000000000000e+04,1.383976945244956847e+00,1.162395551923317338e+00,1.254018133807255575e+00,8.896722040061398884e-01,5.796106961329234863e-01,5.677221330568853475e-01
4.360000000000000000e+02,4.174000000000000000e+03,9.573394495412843597e+00,1.499992166140851069e+00,1.154847823490687153e+00,7.069383736576297927e-01,1.167010779459515035e+00,5.175468323215105526e-01
4.300000000000000000e+01,8.190000000000000000e+02,1.904651162790697683e+01,6.162440094205596797e-01,1.136396004426426076e+00,7.964367578405529002e-01,1.274059952106727067e+00,5.954442366608743153e-01
3.700000000000000000e+01,1.067000000000000000e+03,2.883783783783783861e+01,1.417495100037731603e+00,6.721764351168147966e-01,1.046239264211256348e+00,1.229282593092577258e+00,1.340981045434332941e+00
1.860000000000000000e+02,1.514000000000000000e+03,8.139784946236559904e+00,7.033570040231282849e-01,9.574419757684488053e-01,9.843510356492939373e-01,9.873399705350955902e-01,1.277570638168135542e+00
2.100000000000000000e+02,1.691000000000000000e+03,8.052380952380952195e+00,1.034889389508601543e+00,5.332936356493027663e-01,9.757002145416484584e-01,9.555256629099944110e-01,7.429412085897895146e-01
2.400000000000000000e+01,6.420000000000000000e+02,2.675000000000000000e+01,5.875090406384366748e-01,7.058512013822711983e-01,8.801886298415370069e-01,1.352843870186277719e+00,8.004219960254352895e-01
1.040000000000000000e+02,1.264000000000000000e+03,1.215384615384615330e+01,9.783226152446780066e-01,1.407463009092774886e+00,6.005734552961408124e-01,8.190061934631427398e-01,1.319728313675127662e+00
5.300000000000000000e+01,9.340000000000000000e+02,1.762264150943396146e+01,9.280628533158916671e-01,7.307156557406018216e-01,8.036514650285960792e-01,1.192504118131631152e+00,9.200299981862837262e-01
3.920000000000000000e+02,3.147000000000000000e+03,8.028061224489796643e+00,1.149638855383438685e+00,1.395970639069484154e+00,7.290672525651129554e-01,9.897100678366045345e-01,6.189469296794362085e-01
1.125000000000000000e+03,4.340000000000000000e+03,3.857777777777777750e+00,7.944689245655087717e-01,1.009046359666539550e+00,1.125246900211115619e+00,8.580974576444924118e-01,8.593177099119285733e-01
1.570000000000000000e+02,1.334000000000000000e+03,8.496815286624203267e+00,9.672027889209039442e-01,7.623589940117283525e-01,5.290015511133047132e-01,6.972165946422469451e-01,1.242698001165953414e+00
2.700000000000000000e+01,9.010000000000000000e+02,3.337037037037037379e+01,9.686806472562056181e-01,9.805185960547325719e-01,1.056282083573006014e+00,1.483241476202148190e+00,5.981561910139748806e-01
7.940000000000000000e+02,3.650000000000000000e+03,4.596977329974810900e+00,9.896759488476849498e-01,1.457544467297121171e+00,6.214670291414055026e-01,8.089324754723823396e-01,5.756707104056719704e-01
3.910000000000000000e+02,2.314000000000000000e+03,5.918158567774936429e+00,1.422122058483163531e+00,5.210203151380271569e-01,6.947912139967415968e-01,7.112330746254630354e-01,9.326944054229548975e-01
3.532000000000000000e+03,7.680000000000000000e+03,2.174405436013589821e+00,1.002653181465335663e+00,1.288446459931413823e+00,8.257791040099806690e-01,6.408330893072105017e-01,6.766017183471897400e-01
6.445000000000000000e+03,9.784000000000000000e+03,1.518076027928626948e+00,1.296956433929691288e+00,1.487460258445954198e+00,1.006339289681228211e+00,6.591709745688134614e-01,1.134572659454348376e+00
2.830000000000000000e+02,2.630000000000000000e+03,9.293286219081272392e+00,1.400485628345318201e+00,9.007472864218478703e-01,1.232658238714273269e+00,1.038520923348098313e+00,5.543990612621010339e-01
7.200000000000000000e+01,1.254000000000000000e+03,1.741666666666666785e+01,1.488516669667025560e+00,1.265792667788680825e+00,6.201282655267735811e-01,1.054406301879240448e+00,1.323292546683226600e+00
2.400000000000000000e+01,5.690000000000000000e+02,2.370833333333333215e+01,6.071234565730454502e-01,1.238179851894286365e+00,5.948783198041525111e-01,1.147805241494569861e+00,1.250391846348108960e+00
2.600000000000000000e+01,7.640000000000000000e+02,2.938461538461538325e+01,8.457022310151459665e-01,7.168319085779394362e-01,8.297307513215528285e-01,1.255599457143421027e+00,9.259091956530169920e-01
1.306000000000000000e+03,4.599000000000000000e+03,3.521439509954058078e+00,1.052885924218757818e+00,1.172402013578893065e+00,1.052277795398560922e+00,8.966597490719707686e-01,5.634721148937170687e-01
1.209000000000000000e+03,4.696000000000000000e+03,3.884201819685690449e+00,1.331112835236483161e+00,7.477526380849477405e-01,8.986389204485130122e-01,6.924950149254595066e-01,9.718047091885784194e-01
6.000000000000000000e+01,9.890000000000000000e+02,1.648333333333333428e+01,6.295952501519512801e-01,1.065750107804892099e+00,8.928904869206538697e-01,1.137042818426935220e+00,1.000961699466187405e+00
1.700000000000000000e+02,1.851000000000000000e+03,1.088823529411764746e+01,1.326876948628529895e+00,6.314933796954858014e-01,9.073978043032516760e-01,1.128168781853100544e+00,5.323622213626912902e-01
5.700000000000000000e+01,8.160000000000000000e+02,1.431578947368421062e+01,1.064415320908184359e+00,6.136367415604228048e-01,8.339511810792453739e-01,1.208742654010697137e+00,1.260395921194341184e+00
4.300000000000000000e+01,1.027000000000000000e+03,2.388372093023255971e+01,1.132358472214612721e+00,8.292832217048955457e-01,8.571641321134988445e-01,1.278598621667816904e+00,8.989545904325699777e-01
7.200000000000000000e+01,1.306000000000000000e+03,1.813888888888888928e+01,9.887762308034033776e-01,1.138711182062568383e+00,6.284420437812821003e-01,1.030409139747042735e+00,8.625706504027125243e-01
1.055000000000000000e+03,4.085000000000000000e+03,3.872037914691943250e+00,1.291630595926956726e+00,1.090964385367235501e+00,1.229706687707283308e+00,9.276726745917659445e-01,7.350524044889557018e-01
1.900000000000000000e+01,6.620000000000000000e+02,3.484210526315789735e+01,5.933147730579485524e-01,8.524836334923571179e-01,9.292566889291300480e-01,1.411784760465661037e+00,9.614555971344445062e-01
5.300000000000000000e+01,1.020000000000000000e+03,1.924528301886792292e+01,1.147751301984194949e+00,1.451197974522139500e+00,9.957739924294859435e-01,1.431228594431787293e+00,7.191260082401084164e-01
5.600000000000000000e+01,9.110000000000000000e+02,1.626785714285714235e+01,1.326716792272379264e+00,7.301982525652451761e-01,5.982200040117719997e-01,1.097068161875646819e+00,1.227858394124558883e+00
1.260000000000000000e+02,1.396000000000000000e+03,1.107936507936507908e+01,1.451610503070756897e+00,1.084192595707865747e+00,9.605586024774758203e-01,1.130711923093680182e+00,1.331349145337248352e+00
4.800000000000000000e+01,9.870000000000000000e+02,2.056250000000000000e+01,1.490016649283608441e+00,9.049861448737985814e-01,1.026139832511610228e+00,1.354014357067103269e+00,1.225053922122400163e+00
2.600000000000000000e+01,5.150000000000000000e+02,1.980769230769230660e+01,5.463375214972056026e-01,7.505956548173700060e-01,6.317771736951912631e-01,1.367522824576899776e+00,9.335387293301766753e-01
1.988000000000000000e+03,5.107000000000000000e+03,2.568913480885311795e+00,5.912912394326362842e-01,8.892623976043082523e-01,8.638255370030857305e-01,5.740582338030134624e-01,1.298114565244474328e+00
